county,fips,name,type,phone,title_raw
Polk,48373,"Sitton, Shelly Bush",criminal_district_attorney,(936) 327-6868,Crim Dist Atty
Potter,48375,"Brumley, Scott",county_attorney,(806) 379-2255,Co Atty
Potter,48375,"Herring, Jason E.",district_attorney,(806) 379-2325,Dist Atty
Presidio,48377,"Park, Blair",county_attorney,(432) 729-4054,Co Atty
Presidio,48377,"White, Ori",district_attorney,(432) 837-0990,Dist Atty
Rains,48379,"Vititow, Robert",county_attorney,(903) 473-5000,Co Atty
Rains,48379,"Vititow, Robert",district_attorney,(903) 473-5000,Dist Atty
Randall,48381,"Love, Robert",criminal_district_attorney,(806) 468-5570,Crim Dist Atty
Reagan,48383,"Dodd, Michele",county_attorney,(325) 884-2247,Co Atty
Reagan,48383,"Dodd, Stephen",district_attorney,(432) 336-6294,Dist Atty
Real,48385,"Rushing, Bobby Jack",county_attorney,(830) 232-6461,Co Atty
Real,48385,"Mitchell, Christina Mitchell",district_attorney,(830) 278-2916,Dist Atty
Red River,48387,"Varley, Val J.",county_attorney,(903) 427-2009,Co Atty
Red River,48387,"Varley, Val J.",district_attorney,(903) 427-2009,Dist Atty
Reeves,48389,"Alvarez, Alva",county_attorney,(432) 445-5480,Co Atty
Reeves,48389,"Reynolds, Randall W.",district_attorney,(432) 445-2010,Dist Atty
Refugio,48391,"Bauer, Deborah A.",county_attorney,(361) 526-4123,Co Atty
Refugio,48391,"Cromeens, Brian M.",district_attorney,(361) 275-2612,Dist Atty
Roberts,48393,"Weiman, William",county_attorney,(806) 868-2019,Co Atty
Roberts,48393,"McDonough, Franklin",district_attorney,(806) 669-8035,Dist Atty
Robertson,48395,"Siegert, W. Coty",county_attorney,(979) 828-3205,Co Atty
Robertson,48395,"Siegert, W. Coty",district_attorney,(979) 828-3205,Dist Atty
Rockwall,48397,"Culpepper, Kenda",criminal_district_attorney,(972) 204-6800,Crim Dist Atty
Runnels,48399,"Clayton, Benjamin",county_attorney,(325) 365-2337,Co Atty
Runnels,48399,"Best, John",district_attorney,(325) 653-1912,Dist Atty
Rusk,48401,"Jimerson, Micheal",county_attorney,(903) 657-2265,Co Atty
Rusk,48401,"Jimerson, Micheal",district_attorney,(903) 657-2265,Dist Atty
Sabine,48403,"Neal, Jr., Robert G.",county_attorney,(409) 787-2988,Co Atty
Sabine,48403,"Robbins, Paul A.",district_attorney,(936) 275-9903,Dist Atty
San Augustine,48405,"Bates, Jon",county_attorney,(936) 275-0971,Co Atty
San Augustine,48405,"Robbins, Paul A.",district_attorney,(936) 275-9903,Dist Atty
San Jacinto,48407,"Dillon, Todd",criminal_district_attorney,(936) 653-2601,Crim Dist Atty
San Patricio,48409,"Cochran-May, Tamara",county_attorney,(361) 364-9338,Co Atty
San Patricio,48409,"Smith, Samuel B.",district_attorney,(361) 364-9390,Dist Atty
San Saba,48411,"Robinson, Randall",county_attorney,(325) 372-3747,Co Atty
San Saba,48411,"Thomas, Perry",district_attorney,(325) 247-5755,Dist Atty
Schleicher,48413,"Griffin, Clint",county_attorney,(325) 853-2594,Co Atty
Schleicher,48413,"Palmer, Allison",district_attorney,(325) 659-6584,Dist Atty
Scurry,48415,"Hartman, Michael",county_attorney,(325) 573-7440,Co Atty
Scurry,48415,"Smith, Ben",district_attorney,(325) 573-2462,Dist Atty
Shackelford,48417,"Rauschl, Rollin N.",county_attorney,(325) 762-9410,Co Atty
Shackelford,48417,"Castro, Issac",district_attorney,(325) 823-2742,Dist Atty
Shelby,48419,"Price, John L.",county_attorney,(936) 598-6100,Co Atty
Shelby,48419,"Shires, Stephen",district_attorney,(936) 598-2489,Dist Atty
Sherman,48421,"Anchondo, Erin Lands",district_attorney,(806) 935-5654,Dist Atty
Smith,48423,"Putman, Jacob",criminal_district_attorney,(903) 590-1720,Crim Dist Atty
Somervell,48425,"Brown, Trey",county_attorney,(254) 897-2277,Co Atty
Somervell,48425,"Good, Timothy M.",district_attorney,(817) 556-6802,Dist Atty
Starr,48427,"Canales, Jr., Victor",county_attorney,(956) 487-4800,Co Atty
Starr,48427,"Ramirez, Gocha",district_attorney,(956) 716-4800,Dist Atty
Stephens,48429,"Trammel, Gary",county_attorney,(254) 559-9091,Co Atty
Stephens,48429,"Peavy, Dee",district_attorney,(940) 549-4132,Dist Atty
Sterling,48431,"Hensley, Lilli",county_attorney,(325) 378-5621,Co Atty
Sterling,48431,"Palmer, Allison",district_attorney,(325) 699-6583,Dist Atty
Stonewall,48433,"Branch, Riley",county_attorney,(940) 989-2608,Co Atty
Stonewall,48433,"Fouts, Mike",district_attorney,(940) 864-2072,Dist Atty
Sutton,48435,"Cahill, Dawn",county_attorney,(325) 387-6553,Co Atty
Sutton,48435,"Dodd, Stephen",district_attorney,(325) 392-2025,Dist Atty
Swisher,48437,"McAtee, Amy",county_attorney,(806) 995-3505,Co Atty
Tarrant,48439,"Wilson, Sharen",criminal_district_attorney,(817) 884-1400,Crim Dist Atty
Taylor,48441,"Hicks III, James (Jim) B.",criminal_district_attorney,(325) 674-1261,Crim Dist Atty
Terrell,48443,"Bellah, Ken",county_attorney,(432) 345-2863,Co Atty
Terrell,48443,"West, Suzanne",district_attorney,(830) 775-0505,Dist Atty
Terry,48445,"Ferguson-Worley, K. Jo'Shae",county_attorney,(806) 637-4984,Co Atty
Terry,48445,"Ferguson-Worley, K. Jo'Shae",district_attorney,(806) 637-4984,Dist Atty
Throckmorton,48447,"Mathiews, Jeff",county_attorney,(940) 849-0020,Co Atty
Throckmorton,48447,"Fouts, Mike",district_attorney,(940) 864-2072,Dist Atty
Titus,48449,"Cobern, John",county_attorney,(903) 572-0382,Co Atty
Titus,48449,"Bailey, Charles C.",district_attorney,(903) 577-6726,Dist Atty
Tom Green,48451,"Taylor, Chris",county_attorney,(325) 659-6564,Co Atty
Tom Green,48451,"Palmer, Allison",district_attorney,(325) 639-6384,Dist Atty
Travis,48453,"Garza, Delia",county_attorney,(512) 854-9415,Co Atty
Travis,48453,"Garza, Jose",district_attorney,(512) 854-9400,Dist Atty
Trinity,48455,"Bell II, Joe Warner",county_attorney,(936) 642-1725,Co Atty
Trinity,48455,"Schiro, Bennie L.",district_attorney,(936) 642-2401,Dist Atty
Tyler,48457,"Babin, Lucas",criminal_district_attorney,(409) 283-8136,Crim Dist Atty
Upshur,48459,"Byrd, Billy",criminal_district_attorney,(903) 843-5513,Crim Dist Atty
Upton,48461,"Skehan, Paige",county_attorney,(432) 693-2222,Co Atty
Upton,48461,"Dodd, Stephen",district_attorney,(432) 336-6294,Dist Atty
Uvalde,48463,"Dodson, John P.",county_attorney,(830) 278-6510,Co Atty
Uvalde,48463,"Mitchell, Christina Mitchell",district_attorney,(830) 278-2716,Dist Atty
Val Verde,48465,"Martinez, David E.",county_attorney,(830) 774-7571,Co Atty
Val Verde,48465,"West, Suzanne",district_attorney,(830) 775-0505,Dist Atty
Van Zandt,48467,"Curry, Tonda",criminal_district_attorney,(903) 567-4104,Crim Dist Atty
Victoria,48469,"Johnson, Constance Filley",criminal_district_attorney,(361) 575-0468,Crim Dist Atty
Walker,48471,"Durham, Will",criminal_district_attorney,(936) 435-2441,Crim Dist Atty
Waller,48473,"Whittmore, Sean G.",criminal_district_attorney,(979) 826-7718,Crim Dist Atty
Ward,48475,"Upchurch, Hal",county_attorney,(432) 943-4590,Co Atty
Ward,48475,"Reynolds, Randall W.",district_attorney,(432) 445-2010,Dist Atty
Washington,48477,"Mueller, Renee",county_attorney,(979) 277-6200,Co Atty
Washington,48477,"Renken, Julie",district_attorney,(979) 277-6247,Dist Atty
Webb,48479,"Montemayor, Marco",county_attorney,(956) 523-4044,Co Atty
Webb,48479,"Alaniz, Isidro (Chilo) R.",district_attorney,(956) 523-4900,Dist Atty
Wharton,48481,"Maffett III, G. A.",county_attorney,(979) 532-2591,Co Atty
Wharton,48481,"Allison, Dawn Elizabeth",district_attorney,(979) 532-8051,Dist Atty
Wharton,48481,"Racer, Mark",district_attorney,(979) 532-8051,Dist Atty
Wheeler,48483,"Standerfer, Leslie",county_attorney,(806) 826-2042,Co Atty
Wheeler,48483,"McDonough, Franklin",district_attorney,(806) 669-8035,Dist Atty
Wichita,48485,"Gillespie, John",criminal_district_attorney,(940) 766-8113,Crim Dist Atty
Wilbarger,48487,"Heatly, John S.",county_attorney,(940) 553-3521,Co Atty
Wilbarger,48487,"Whitsitt, Jon",district_attorney,(940) 553-3346,Dist Atty
Willacy,48489,"Hinojosa, Annette",county_attorney,(956) 689-2164,Co Atty
Willacy,48489,"Hinojosa, Annette",district_attorney,(956) 689-2164,Dist Atty
Williamson,48491,"Hobbs, Dee",county_attorney,(512) 943-1111,Co Atty
Williamson,48491,"Dick, Shawn",district_attorney,(512) 943-1234,Dist Atty
Wilson,48493,"Nettles, Theresa D.",county_attorney,(830) 393-7305,Co Atty
Wilson,48493,"Louis, Audrey",district_attorney,(830) 393-2200,Dist Atty
Winkler,48495,"Duckworth, Jr., Thomas",county_attorney,(432) 586-2596,Co Atty
Winkler,48495,"Navarette, Amanda Ann",district_attorney,(432) 586-3700,Dist Atty
Wise,48497,"Rotramble, Che",county_attorney,(940) 627-3321,Co Atty
Wise,48497,"Stainton, James M.",district_attorney,(940) 627-5257,Dist Atty
Wood,48499,"Albers, Angela L.",criminal_district_attorney,(903) 763-4515,Crim Dist Atty
Yoakum,48501,"Mansur, Paul E.",criminal_district_attorney,(806) 456-7491,Crim Dist Atty
Young,48503,"Baran, Christopher",county_attorney,(940) 549-8486,Co Atty
Young,48503,"Peavy, Dee",district_attorney,(940) 549-4132,Dist Atty
Zapata,48505,"Figueroa, S. Alfonso",county_attorney,(956) 765-9905,Co Atty
Zapata,48505,"Alaniz, Isidro (Chilo) R.",district_attorney,(956) 523-4900,Dist Atty
Zavala,48507,"Serna, Eduardo",county_attorney,(830) 374-3734,Co Atty
Zavala,48507,"Serna, Roberto",district_attorney,(830) 773-9268,Dist Atty
